target_gene,rank,integrated_score,direction,peak_condition,context_specificity,causal_component,genetics_component,drug_component,novelty_component,peak_signed_score,peak_emp_z,peak_emp_fdr,peak_kd,genetics_tier,genetics_autoimmune,lof_constrained,lof_bin,ot_top_disease,ot_top_score,ot_autoimmune_disease,ot_autoimmune_score,primary_class,suggested_modality,tractability_tier,is_druggable,novelty_class,n_drugs,drug_stages,max_drug_stage,novel_priority,in_paper_noms,evidence_n,ensembl_id
PRXL2A,613,0.365028081123245,driver_antagonize,Stim48hr,0.70231885,0.7706708268330733,0.0,0.15,0.5,-0.5220471,-3.978645,0.004442477794403266,-9.9222517150103,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000122378
TTC17,614,0.364851274050962,driver_antagonize,Rest,0.9276441,0.7701508060322413,0.0,0.15,0.5,-0.500279,-3.9748647,0.00574078028880074,-12.41515886813002,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000052841
ZNF692,615,0.3644976599063963,driver_antagonize,Rest,0.86101556,0.7691107644305772,0.0,0.15,0.5,-0.51744926,-3.9739244,0.00574078028880074,-6.674168220456665,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000171163
GOPC,616,0.36432085283411336,driver_antagonize,Stim48hr,0.6098386,0.7685907436297452,0.0,0.15,0.5,-0.6265011,-3.9655118,0.004590027643883239,-18.351894151983576,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000047932
BBS1,617,0.3641440457618305,driver_antagonize,Stim48hr,0.44449615,0.7680707228289132,0.0,0.15,0.5,-0.56102645,-3.957833,0.0047138866810238576,-5.669875295093594,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000174483
IL18RAP,618,0.3641411761285786,driver_antagonize,Stim8hr,0.14915079,0.031721268850754034,0.8345198157310743,0.15,0.5,-0.35448828,-2.780695,0.044236769789221454,-6.107318486376016,strong,0.8345198157310743,False,,,,,,cytokine_receptor,antibody/biologic (surface),class_tractable_bio,True,not_assessed,,,,False,False,3,ENSG00000115607
ZNF146,619,0.36396723868954767,brake_agonize,Stim48hr,0.9021546,0.7675507020280812,0.0,0.15,0.5,0.6195555,3.9501185,0.0047340887202274124,-22.36391444546631,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000167635
MLLT3,620,0.3634368174726989,driver_antagonize,Stim48hr,0.4013707,0.765990639625585,0.0,0.15,0.5,-0.5877267,-3.946463,0.0047340887202274124,-3.3869600730662883,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171843
STAU1,621,0.36326001040041606,driver_antagonize,Stim48hr,0.32484615,0.765470618824753,0.0,0.15,0.5,-0.6188167,-3.941424,0.004771088920149363,-24.717967881078685,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000124214
SELENOH,622,0.3627295891835674,driver_antagonize,Stim48hr,0.7430357,0.7639105564222569,0.0,0.15,0.5,-0.5850282,-3.9365785,0.004806147215152041,-30.911541926927427,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000211450
GIMAP4,623,0.3623759750390016,driver_antagonize,Stim48hr,0.5804171,0.7628705148205929,0.0,0.15,0.5,-0.65589494,-3.9315495,0.004882653760878739,-12.770834558387136,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000133574
L2HGDH,624,0.36219916796671864,brake_agonize,Stim8hr,0.93006617,0.7623504940197607,0.0,0.15,0.5,0.7451832,3.9299862,0.002947454431090551,-13.417897254485442,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000087299
ZDHHC16,625,0.3620223608944358,driver_antagonize,Stim48hr,0.59654826,0.7618304732189287,0.0,0.15,0.5,-0.58344525,-3.925725,0.004976814926342369,-11.644327152972888,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000171307
AFTPH,626,0.36184555382215294,brake_agonize,Stim8hr,0.7778174,0.7613104524180967,0.0,0.15,0.5,0.6441516,3.9253018,0.0029910981690894132,-8.404976490492484,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000119844
ZNF17,627,0.36166874674987,brake_agonize,Stim8hr,0.37223464,0.7607904316172647,0.0,0.15,0.5,0.522489,3.9234548,0.0029979722435049144,-5.912042746639993,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000186272
CD9,628,0.36149193967758714,driver_antagonize,Stim8hr,0.53775,0.7602704108164327,0.0,0.15,0.5,-0.57340413,-3.9229887,0.0029979722435049144,-4.2921018507967785,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000010278
GTSE1,629,0.3613151326053043,driver_antagonize,Stim48hr,0.52996373,0.7597503900156006,0.0,0.15,0.5,-0.6005271,-3.919394,0.005072040528950308,-11.05150981506654,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000075218
CD151,630,0.36129820451213296,driver_antagonize,Stim8hr,0.53931594,0.41965678627145087,0.3853829905994653,0.15,0.5,-0.5537325,-3.2617612,0.016059668981410216,-14.88863530045944,moderate,0.3853829905994653,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000177697
F11R,631,0.36113832553302133,driver_antagonize,Stim48hr,0.9430727,0.7592303692147686,0.0,0.15,0.5,-0.5803394,-3.9180562,0.005072040528950308,-6.419215192435599,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000158769
FAM174C,632,0.3609615184607385,brake_agonize,Stim48hr,0.50662935,0.7587103484139366,0.0,0.15,0.5,0.65013707,3.9174995,0.005072040528950308,-12.073700389510718,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000228300
AHRR,633,0.3607847113884555,brake_agonize,Stim8hr,0.3876866,0.7581903276131046,0.0,0.15,0.5,0.5448373,3.916216,0.003065002559874758,-5.19503179042555,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000063438
GADD45G,634,0.3607475966448826,driver_antagonize,Stim8hr,0.50099266,0.046801872074883,0.8061165337980747,0.15,0.5,-0.3929298,-2.8076887,0.04203620865137449,-4.978244695517281,strong,0.8061165337980747,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000130222
COASY,635,0.3604310972438897,brake_agonize,Stim8hr,0.41560215,0.7571502860114404,0.0,0.15,0.5,0.94381386,3.9115872,0.0031150557801178915,-3.1869415482584755,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000068120
HECTD1,636,0.3602542901716069,driver_antagonize,Stim48hr,0.7769766,0.7566302652106084,0.0,0.15,0.5,-0.6580022,-3.906135,0.00526357416473806,-8.457114462961863,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000092148
ANAPC10,637,0.360077483099324,driver_antagonize,Stim48hr,0.792618,0.7561102444097764,0.0,0.15,0.5,-0.6889045,-3.9015355,0.005338059518469659,-3.034349937196162,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000164162
ENO1,638,0.3597238689547582,driver_antagonize,Stim48hr,0.6939902,0.7550702028081123,0.0,0.15,0.5,-0.6450514,-3.8975856,0.005372413875688159,-22.63604188289682,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000074800
STK36,639,0.35954706188247537,driver_antagonize,Stim48hr,0.81807584,0.7545501820072803,0.0,0.15,0.5,-0.6570928,-3.896915,0.005372413875688159,-4.526375384515791,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000163482
CD46,640,0.3593702548101924,driver_antagonize,Stim8hr,0.28089356,0.7540301612064483,0.0,0.15,0.5,-0.541817,-3.890433,0.0033711237087954114,-17.175450073745807,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000117335
ZNF165,641,0.35919344773790957,driver_antagonize,Stim8hr,0.5910636,0.7535101404056163,0.0,0.15,0.5,-0.57112676,-3.8903134,0.0033711237087954114,-2.567816071034926,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000197279
SRD5A1,642,0.3590166406656267,brake_agonize,Rest,0.42648333,0.7529901196047842,0.0,0.15,0.5,0.7624991,3.889098,0.007725645476831021,-4.080830839257888,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000145545
PPP1R3F,643,0.35883983359334376,brake_agonize,Stim48hr,0.86187524,0.7524700988039521,0.0,0.15,0.5,0.5795709,3.8887088,0.005518869736949541,-6.114881683209116,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000049769
RNFT2,644,0.3586630265210608,driver_antagonize,Stim8hr,0.57879645,0.7519500780031201,0.0,0.15,0.5,-0.6056467,-3.8883586,0.003384570139735709,-5.595931058591939,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000135119
ZNF107,645,0.35848621944877795,brake_agonize,Stim8hr,0.649505,0.7514300572022881,0.0,0.15,0.5,0.52904654,3.8864398,0.003384819448983931,-6.259887222631233,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000196247
SYNM,646,0.3583094123764951,driver_antagonize,Rest,0.56676614,0.750910036401456,0.0,0.15,0.5,-0.6006229,-3.8863583,0.0077605214744545185,-2.930038899094637,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000182253
HIPK1,647,0.3582968255872298,driver_antagonize,Stim8hr,0.5710043,0.2376495059802392,0.5816533118464949,0.15,0.5,-0.49265885,-3.0688505,0.02480183823196946,-4.0619668661723125,strong,0.5816533118464949,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,3,ENSG00000163349
GVQW3,648,0.35813260530421215,driver_antagonize,Stim8hr,0.38254458,0.750390015600624,0.0,0.15,0.5,-0.57767457,-3.8853934,0.003384819448983931,-6.230528741252033,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000179240
CUL3,649,0.3579557982319293,brake_agonize,Stim8hr,0.46230286,0.749869994799792,0.0,0.15,0.5,0.8739976,3.8848224,0.003384819448983931,-15.481459227834431,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000036257
ATP5F1E,650,0.35777899115964645,driver_antagonize,Stim8hr,0.55998677,0.74934997399896,0.0,0.15,0.5,-0.6111161,-3.884452,0.003384819448983931,-14.652594972187456,none,0.0,False,,,,,,transporter,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000124172
SPECC1L,651,0.3576021840873635,driver_antagonize,Stim8hr,0.76394504,0.748829953198128,0.0,0.15,0.5,-0.5555935,-3.884366,0.003384819448983931,-15.22771691896516,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100014
KMT5C,652,0.35742537701508065,driver_antagonize,Stim8hr,0.18537629,0.7483099323972959,0.0,0.15,0.5,-0.5719355,-3.8817575,0.00341148179652775,-6.405026158330768,none,0.0,False,,,,,,enzyme,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000133247
RAVER2,653,0.3573127661619792,brake_agonize,Stim8hr,0.4726051,0.18252730109204368,0.6408449459689477,0.15,0.5,0.45229265,3.0033054,0.02865167711863227,-1.7856375689088737,strong,0.6408449459689477,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000162437
EME1,654,0.3572485699427978,brake_agonize,Stim8hr,0.66494644,0.7477899115964639,0.0,0.15,0.5,0.60448784,3.8798048,0.0034254319473141955,-4.730024280177768,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000154920
EFHD2,655,0.35707176287051484,driver_antagonize,Stim8hr,0.42567533,0.7472698907956318,0.0,0.15,0.5,-0.5644914,-3.8780644,0.003433985900398211,-6.529922827543291,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000142634
OCIAD2,656,0.356894955798232,driver_antagonize,Stim8hr,0.70458794,0.7467498699947998,0.0,0.15,0.5,-0.48120704,-3.8742077,0.0034593377123545727,-3.8365538350093136,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000145247
NDUFA3,657,0.35671814872594904,driver_antagonize,Stim8hr,0.6934141,0.7462298491939677,0.0,0.15,0.5,-0.577352,-3.8729982,0.0034593377123545727,-15.459211340131093,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000170906
HELZ,658,0.35652031469905615,driver_antagonize,Stim48hr,0.43364334,0.29277171086843473,0.5132597766792943,0.15,0.5,-0.48663044,-3.1202261,0.032205605528755614,-20.98417232489676,strong,0.5132597766792943,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000198265
NFAT5,659,0.35636453458138323,driver_antagonize,Stim8hr,0.74364436,0.7451898075923037,0.0,0.15,0.5,-0.6038671,-3.8716238,0.003466592600083468,-15.1633073852869,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000102908
ATG101,660,0.3561877275091004,brake_agonize,Stim8hr,0.4669521,0.7446697867914717,0.0,0.15,0.5,0.57820123,3.8708353,0.0034680834133783787,-14.190290293159812,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000123395
PDCD5,661,0.356092952938936,driver_antagonize,Rest,0.662676,0.3208528341133645,0.4800099644679736,0.15,0.5,-0.41478673,-3.1560533,0.041304642661927786,-9.911783743874942,moderate,0.4800099644679736,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000105185
EIF4E3,662,0.35601092043681754,brake_agonize,Rest,0.435885,0.7441497659906396,0.0,0.15,0.5,0.5061689,3.8704157,0.008200961737678756,-22.62899143438843,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000163412
ZNF74,663,0.35565730629225173,driver_antagonize,Stim48hr,0.74926186,0.7431097243889756,0.0,0.15,0.5,-0.7030573,-3.8693516,0.0059109149657914275,-4.861745315179113,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000185252
MVB12B,664,0.3554804992199689,driver_antagonize,Stim48hr,0.51966345,0.7425897035881436,0.0,0.15,0.5,-0.56186366,-3.8680112,0.0059109149657914275,-1.979181919778222,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000196814
AGPAT2,665,0.35544058464923384,driver_antagonize,Stim8hr,0.6542795,0.4778991159646386,0.2998496174041888,0.15,0.5,-0.3820465,-3.3487744,0.013161276057801857,-5.772849594820228,moderate,0.2998496174041888,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,2,ENSG00000169692
SORL1,666,0.3553036921476859,brake_agonize,Stim8hr,0.36058927,0.7420696827873114,0.0,0.15,0.5,0.682203,3.8666422,0.00350703596906567,-9.05587782968741,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000137642
PAK2,667,0.3551268850754031,driver_antagonize,Stim48hr,0.6113106,0.7415496619864794,0.0,0.15,0.5,-0.65267444,-3.8662372,0.0059109149657914275,-29.99497247152664,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000180370
ANAPC11,668,0.3549500780031201,brake_agonize,Stim48hr,0.8121077,0.7410296411856474,0.0,0.15,0.5,0.62549216,3.8661478,0.0059109149657914275,-5.786815902769909,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000141552
YBX3,669,0.35477327093083727,driver_antagonize,Stim8hr,0.6369204,0.7405096203848154,0.0,0.15,0.5,-0.51813185,-3.8660705,0.00350703596906567,-1.6770816039483574,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000060138
DDX3X,670,0.3542428497139886,driver_antagonize,Stim48hr,0.81774336,0.7389495579823193,0.0,0.15,0.5,-0.52213186,-3.8577483,0.006032510373368021,-1.60318883199774,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000215301
HPF1,671,0.35406604264170566,driver_antagonize,Rest,0.44042867,0.7384295371814873,0.0,0.15,0.5,-0.6745401,-3.8568425,0.008585677793953448,-7.14890837517459,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000056050
TMED1,672,0.3538892355694228,driver_antagonize,Stim8hr,0.5897765,0.7379095163806553,0.0,0.15,0.5,-0.5324331,-3.8567622,0.0036231227347009658,-12.14063389673417,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000099203
C18orf32,673,0.35371242849713985,brake_agonize,Stim8hr,0.51222545,0.7373894955798231,0.0,0.15,0.5,0.66122454,3.856007,0.003624314132355427,-10.06265297080134,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000177576
EXPH5,674,0.353535621424857,driver_antagonize,Stim8hr,0.5703427,0.7368694747789911,0.0,0.15,0.5,-0.5834216,-3.8531294,0.0036470995497598006,-1.46807617788114,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000110723
CLK4,675,0.35335881435257416,driver_antagonize,Stim48hr,0.7068552,0.7363494539781591,0.0,0.15,0.5,-0.551112,-3.8529742,0.006066355230001397,-11.362796723139644,none,0.0,False,,,,,,kinase,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,2,ENSG00000113240
NDUFB9,676,0.3531820072802912,brake_agonize,Stim8hr,0.9206189,0.7358294331773271,0.0,0.15,0.5,0.63474745,3.8513036,0.0036643630077623033,-33.2974089325884,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000147684
ANO10,677,0.35307674564576236,driver_antagonize,Stim8hr,0.7674964,0.4711388455538221,0.2996317938582095,0.15,0.5,-0.4719042,-3.3404918,0.013258864765586839,-8.59634911792693,moderate,0.2996317938582095,False,,,,,,ion_channel,small molecule,class_tractable_sm,True,not_assessed,,,,False,False,3,ENSG00000160746
EP300,678,0.35265158606344255,driver_antagonize,Stim8hr,0.6252908,0.734269370774831,0.0,0.15,0.5,-0.62248415,-3.8485444,0.0036857354602275517,-16.07913910235417,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000100393
NAA16,679,0.3522979719188768,driver_antagonize,Stim8hr,0.34998,0.733229329173167,0.0,0.15,0.5,-0.58538944,-3.8427134,0.0037338573805012916,-12.529319046765623,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000172766
CCDC57,680,0.3521211648465939,driver_antagonize,Stim48hr,0.4411978,0.7327093083723349,0.0,0.15,0.5,-0.56178313,-3.8408012,0.006259851455564801,-3.264561607159089,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000176155
JAKMIP2,681,0.351944357774311,driver_antagonize,Rest,0.7760626,0.7321892875715028,0.0,0.15,0.5,-0.6852363,-3.8392806,0.009161754366152075,-1.6804867280142946,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000176049
MGA,682,0.3514139365574623,driver_antagonize,Rest,0.55691403,0.7306292251690067,0.0,0.15,0.5,-0.52561265,-3.8377013,0.009161754366152075,-8.7116488743981,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000174197
GANAB,683,0.35123712948517943,driver_antagonize,Stim8hr,0.73141885,0.7301092043681747,0.0,0.15,0.5,-0.7907698,-3.83638,0.0037906652631373664,-8.848280907727887,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000089597
ZFYVE28,684,0.3510603224128966,driver_antagonize,Stim8hr,0.7776501,0.7295891835673427,0.0,0.15,0.5,-0.48674604,-3.8353708,0.003796169092851673,-4.352610343172059,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000159733
ZNF768,685,0.3508835153406136,driver_antagonize,Stim48hr,0.82216275,0.7290691627665107,0.0,0.15,0.5,-0.5620051,-3.833538,0.006400164077053793,-2.895393610112195,none,0.0,False,,,,,,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,not_assessed,,,,False,False,1,ENSG00000169957
LDOC1,686,0.3507067082683308,brake_agonize,Stim8hr,0.5926982,0.7285491419656787,0.0,0.15,0.5,0.4993446,3.8331716,0.003803776858884961,-3.761233936485292,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000182195
DECR1,687,0.3505299011960479,driver_antagonize,Stim48hr,0.52488065,0.7280291211648466,0.0,0.15,0.5,-0.56714004,-3.833142,0.006400164077053793,-19.3641091316489,none,0.0,False,,,,,,,undetermined,unknown,False,not_assessed,,,,False,False,1,ENSG00000104325
